name,busNumber,startTime_iso,startTime_unix,endTime_iso,endTime_unix,drivenDistance,busRoute,energyConsumption,itcs_numberOfPassengers_mean,itcs_numberOfPassengers_min,itcs_numberOfPassengers_max,status_gridIsAvailable_mean,temperature_ambient_mean,temperature_ambient_min,temperature_ambient_max
"B208_2022-04-02_22-42-29_2022-04-03_02-27-25",208,"2022-04-02T22:42:29Z",1648939349,"2022-04-03T02:27:25Z",1648952845,69826.91,"N2",4.883054e+08,14.4183,0,66,0.4597318,276.9777,275.15,289.15
"B208_2022-04-04_04-00-47_2022-04-04_17-19-36",208,"2022-04-04T04:00:47Z",1649044847,"2022-04-04T17:19:36Z",1649092776,201911.9,"83",1.236163e+09,22.9925,0,97,0.472585,280.6396,276.15,289.15
"B208_2022-04-05_03-47-44_2022-04-05_07-52-03",208,"2022-04-05T03:47:44Z",1649130464,"2022-04-05T07:52:03Z",1649145123,63901.64,"83",4.172123e+08,27.48438,2,74,0.4274898,281.4158,280.15,291.15
"B208_2022-04-05_13-27-24_2022-04-05_18-33-11",208,"2022-04-05T13:27:24Z",1649165244,"2022-04-05T18:33:11Z",1649183591,78757.05,"83",4.63978e+08,23.58491,2,78,0.3573686,286.9023,285.15,292.15
"B208_2022-04-06_04-06-25_2022-04-06_07-15-16",208,"2022-04-06T04:06:25Z",1649217985,"2022-04-06T07:15:16Z",1649229316,43982.16,"83",2.690555e+08,32.72727,2,103,0.453318,284.9543,283.15,292.15
"B208_2022-04-06_13-29-47_2022-04-06_18-31-25",208,"2022-04-06T13:29:47Z",1649251787,"2022-04-06T18:31:25Z",1649269885,78706.48,"83",3.488101e+08,23.81761,1,67,0.3558208,290.737,287.15,293.15
"B208_2022-04-07_04-17-03_2022-04-07_18-12-30",208,"2022-04-07T04:17:03Z",1649305023,"2022-04-07T18:12:30Z",1649355150,207616.4,"83",1.185146e+09,24.19104,1,104,0.4697375,287.2581,285.15,293.15
"B208_2022-04-08_04-03-09_2022-04-08_07-18-37",208,"2022-04-08T04:03:09Z",1649390589,"2022-04-08T07:18:37Z",1649402317,49120.64,"83",3.320266e+08,24.51546,2,78,0.4868275,284.2399,282.15,292.15
"B208_2022-04-08_13-32-19_2022-04-08_18-35-30",208,"2022-04-08T13:32:19Z",1649424739,"2022-04-08T18:35:30Z",1649442930,78897.38,"83",5.071862e+08,20.93711,0,59,0.4497581,288.1144,286.15,292.15
"B208_2022-04-09_05-47-24_2022-04-09_18-42-44",208,"2022-04-09T05:47:24Z",1649483244,"2022-04-09T18:42:44Z",1649529764,192698.6,"83",1.137858e+09,13.96947,0,53,0.5198082,282.6995,279.15,292.15
"B208_2022-04-10_03-04-25_2022-04-10_06-41-41",208,"2022-04-10T03:04:25Z",1649559865,"2022-04-10T06:41:41Z",1649572901,56871.8,"46",3.620277e+08,6.052239,0,26,0.9802869,279.2361,277.15,291.15
"B208_2022-04-10_06-47-23_2022-04-10_18-43-06",208,"2022-04-10T06:47:23Z",1649573243,"2022-04-10T18:43:06Z",1649616186,181340.2,"46",1.029494e+09,23.95755,0,67,0.9951565,284.6427,279.15,289.15
"B208_2022-04-11_03-49-27_2022-04-11_17-44-28",208,"2022-04-11T03:49:27Z",1649648967,"2022-04-11T17:44:28Z",1649699068,228612.4,"46",1.242038e+09,18.50844,0,60,0.9846114,286.8904,278.15,294.15
"B208_2022-04-12_04-02-50_2022-04-12_17-30-17",208,"2022-04-12T04:02:50Z",1649736170,"2022-04-12T17:30:17Z",1649784617,202134.5,"83",1.088117e+09,24.01754,0,93,0.48937,291.2076,280.4277,299.15
"B208_2022-04-13_06-15-51_2022-04-13_18-18-22",208,"2022-04-13T06:15:51Z",1649830551,"2022-04-13T18:18:22Z",1649873902,180869.4,"83",9.801585e+08,22.57909,1,90,0.4659993,296.1147,287.15,300.15
"B208_2022-04-14_04-02-48_2022-04-14_07-17-05",208,"2022-04-14T04:02:48Z",1649908968,"2022-04-14T07:17:05Z",1649920625,49083.95,"83",2.649172e+08,20.2268,0,62,0.4572825,288.3729,286.2522,295.15
"B208_2022-04-14_13-28-38_2022-04-14_18-39-51",208,"2022-04-14T13:28:38Z",1649942918,"2022-04-14T18:39:51Z",1649961591,78717.69,"83",4.146156e+08,16.7673,0,48,0.4143729,297.7249,293.15,300.15
"B208_2022-04-16_05-41-10_2022-04-16_18-15-10",208,"2022-04-16T05:41:10Z",1650087670,"2022-04-16T18:15:10Z",1650132910,178190.1,"83",1.024829e+09,11.72,0,38,0.4696846,288.5933,285.15,294.15
"B208_2022-04-17_22-35-57_2022-04-18_02-23-27",208,"2022-04-17T22:35:57Z",1650234957,"2022-04-18T02:23:27Z",1650248607,72968.94,"N2",3.959226e+08,3.952381,0,11,0.3716211,282.4128,279.15,294.15
"B208_2022-04-19_04-10-54_2022-04-19_18-20-56",208,"2022-04-19T04:10:54Z",1650341454,"2022-04-19T18:20:56Z",1650392456,212347.9,"83",1.141976e+09,19.56757,0,59,0.4729918,290.9034,281.15,297.15
"B208_2022-04-20_03-48-48_2022-04-20_07-44-08",208,"2022-04-20T03:48:48Z",1650426528,"2022-04-20T07:44:08Z",1650440648,64056.08,"83",3.470663e+08,20.88281,0,78,0.4089654,283.4851,281.53,294.15
"B208_2022-04-20_13-33-40_2022-04-20_17-28-38",208,"2022-04-20T13:33:40Z",1650461620,"2022-04-20T17:28:38Z",1650475718,57003.37,"32",2.707032e+08,20.57364,0,63,0.9029719,292.3202,291.15,296.15
"B208_2022-04-21_03-47-31_2022-04-21_08-11-13",208,"2022-04-21T03:47:31Z",1650512851,"2022-04-21T08:11:13Z",1650528673,70754.47,"83",3.69012e+08,23.09375,2,81,0.4090507,283.6498,281.15,293.15
"B208_2022-04-21_13-30-54_2022-04-21_18-33-20",208,"2022-04-21T13:30:54Z",1650547854,"2022-04-21T18:33:20Z",1650566000,78900.59,"83",4.540612e+08,18.77987,0,74,0.3891767,293.2899,291.15,296.15
"B208_2022-04-22_13-18-07_2022-04-22_18-35-24",208,"2022-04-22T13:18:07Z",1650633487,"2022-04-22T18:35:24Z",1650652524,78540.59,"83",4.214911e+08,19.09434,0,54,0.3972056,293.6053,292.15,295.15
"B208_2022-04-22_22-35-56_2022-04-23_02-24-18",208,"2022-04-22T22:35:56Z",1650666956,"2022-04-23T02:24:18Z",1650680658,72825.87,"N2",3.735832e+08,11.06173,0,35,0.4029774,286.279,283.15,293.15
"B208_2022-04-23_22-40-20_2022-04-24_02-36-05",208,"2022-04-23T22:40:20Z",1650753620,"2022-04-24T02:36:05Z",1650767765,76776.52,"N4",4.558138e+08,14.0838,0,45,0.4500212,285.0143,281.15,294.15
"B208_2022-04-25_04-23-12_2022-04-25_07-32-04",208,"2022-04-25T04:23:12Z",1650860592,"2022-04-25T07:32:04Z",1650871924,49354.91,"83",3.038379e+08,16.04124,0,55,0.4207183,285.6628,285.15,293.15
"B208_2022-04-25_13-41-42_2022-04-25_17-55-46",208,"2022-04-25T13:41:42Z",1650894102,"2022-04-25T17:55:46Z",1650909346,63941.87,"83",3.388534e+08,19.14844,0,50,0.4065206,289.0066,286.15,293.15
"B208_2022-04-26_04-02-08_2022-04-26_18-18-38",208,"2022-04-26T04:02:08Z",1650945728,"2022-04-26T18:18:38Z",1650997118,212504,"83",1.255677e+09,23.16749,0,86,0.471172,285.801,281.15,293.15
"B208_2022-04-27_04-02-13_2022-04-27_07-18-53",208,"2022-04-27T04:02:13Z",1651032133,"2022-04-27T07:18:53Z",1651043933,49140.71,"83",2.884777e+08,23.08247,0,65,0.4586899,282.5005,281.15,293.15
"B208_2022-04-27_13-15-34_2022-04-27_18-26-15",208,"2022-04-27T13:15:34Z",1651065334,"2022-04-27T18:26:15Z",1651083975,78739.32,"83",4.5609e+08,19.98742,0,68,0.4241189,292.4932,291.15,295.15
"B208_2022-04-28_04-09-43_2022-04-28_18-22-48",208,"2022-04-28T04:09:43Z",1651118983,"2022-04-28T18:22:48Z",1651170168,210416.6,"83",1.311778e+09,23.78989,0,98,0.426347,291.3438,282.15,298.15
"B208_2022-04-29_03-54-00_2022-04-29_07-15-18",208,"2022-04-29T03:54:00Z",1651204440,"2022-04-29T07:15:18Z",1651216518,49173.12,"83",2.686449e+08,21.64948,0,81,0.4670916,286.282,283.15,294.15
"B208_2022-04-29_13-32-25_2022-04-29_18-37-24",208,"2022-04-29T13:32:25Z",1651239145,"2022-04-29T18:37:24Z",1651257444,78815.45,"83",3.708865e+08,23.98742,1,67,0.42,294.9122,292.15,297.15
"B208_2022-04-30_05-45-50_2022-04-30_18-01-21",208,"2022-04-30T05:45:50Z",1651297550,"2022-04-30T18:01:21Z",1651341681,182941.5,"83",9.640329e+08,16.13296,0,63,0.4997281,288.4156,283.15,295.15
"B208_2022-04-30_22-32-19_2022-05-01_02-47-59",208,"2022-04-30T22:32:19Z",1651357939,"2022-05-01T02:47:59Z",1651373279,82479.7,"N2",4.693339e+08,16.07092,0,49,0.5914217,284.3043,282.15,293.15
"B208_2022-05-02_04-20-13_2022-05-02_18-10-10",208,"2022-05-02T04:20:13Z",1651465213,"2022-05-02T18:10:10Z",1651515010,207268.4,"83",1.135383e+09,23.35142,1,103,0.4741355,292.2131,283.15,298.15
"B208_2022-05-03_04-02-40_2022-05-03_07-15-49",208,"2022-05-03T04:02:40Z",1651550560,"2022-05-03T07:15:49Z",1651562149,49012.1,"83",2.654991e+08,28.65979,0,87,0.4633304,287.7073,286.15,295.15
"B208_2022-05-03_13-58-41_2022-05-03_18-10-04",208,"2022-05-03T13:58:41Z",1651586321,"2022-05-03T18:10:04Z",1651601404,64048.8,"83",3.587724e+08,25.80469,1,87,0.3418854,290.1119,287.5466,297.15
"B208_2022-05-04_04-05-13_2022-05-04_18-19-48",208,"2022-05-04T04:05:13Z",1651637113,"2022-05-04T18:19:48Z",1651688388,212645.4,"83",1.073344e+09,23.77397,1,105,0.4635112,291.765,286.15,297.15
"B208_2022-05-05_03-57-42_2022-05-05_17-22-10",208,"2022-05-05T03:57:42Z",1651723062,"2022-05-05T17:22:10Z",1651771330,197483.1,"83",1.092084e+09,22.25661,0,99,0.4830015,288.7742,285.384,294.15
"B208_2022-05-06_03-56-19_2022-05-06_18-39-41",208,"2022-05-06T03:56:19Z",1651809379,"2022-05-06T18:39:41Z",1651862381,227586.1,"83",1.462703e+09,21.2511,0,95,0.4452767,288.4176,285.15,293.15
"B208_2022-05-07_05-43-27_2022-05-07_17-59-59",208,"2022-05-07T05:43:27Z",1651902207,"2022-05-07T17:59:59Z",1651946399,182916.9,"83",1.094913e+09,17.14404,0,60,0.4747584,290.8014,287.15,295.15
"B208_2022-05-07_22-33-04_2022-05-08_02-53-07",208,"2022-05-07T22:33:04Z",1651962784,"2022-05-08T02:53:07Z",1651978387,82471.57,"N2",4.320456e+08,19.96454,0,61,0.5819021,288.4167,287.15,295.15
"B208_2022-05-09_04-15-41_2022-05-09_18-04-44",208,"2022-05-09T04:15:41Z",1652069741,"2022-05-09T18:04:44Z",1652119484,207233.1,"83",1.069694e+09,22.70992,1,95,0.4817868,294.4306,288.15,300.15
"B208_2022-05-10_03-48-03_2022-05-10_07-54-54",208,"2022-05-10T03:48:03Z",1652154483,"2022-05-10T07:54:54Z",1652169294,63952.44,"83",3.392001e+08,29.26562,0,95,0.4029841,290.1309,287.15,294.15
"B208_2022-05-10_13-52-01_2022-05-10_18-11-23",208,"2022-05-10T13:52:01Z",1652190721,"2022-05-10T18:11:23Z",1652206283,64532.67,"83",3.54873e+08,26.97656,3,71,0.4749727,300.0732,298.15,301.15
"B208_2022-05-11_04-01-55_2022-05-11_07-16-12",208,"2022-05-11T04:01:55Z",1652241715,"2022-05-11T07:16:12Z",1652253372,49199.23,"83",2.415221e+08,32.10309,0,109,0.448619,292.2383,289.15,296.15
"B208_2022-05-11_13-23-42_2022-05-11_16-36-25",208,"2022-05-11T13:23:42Z",1652275422,"2022-05-11T16:36:25Z",1652286985,46725.88,"83",3.002205e+08,25.42268,1,61,0.4661017,302.6777,298.15,304.15
"B208_2022-05-12_13-24-36_2022-05-12_18-39-08",208,"2022-05-12T13:24:36Z",1652361876,"2022-05-12T18:39:08Z",1652380748,79293.84,"83",4.249974e+08,20.1761,0,64,0.4205479,300.7672,297.15,304.15
"B208_2022-05-13_04-08-21_2022-05-13_18-09-40",208,"2022-05-13T04:08:21Z",1652414901,"2022-05-13T18:09:40Z",1652465380,207273.3,"83",9.786456e+08,22.04167,1,78,0.4916402,294.9025,293.15,298.15
"B208_2022-05-13_22-36-01_2022-05-14_02-37-00",208,"2022-05-13T22:36:01Z",1652481361,"2022-05-14T02:37:00Z",1652495820,72980.47,"N2",3.031055e+08,14.30702,0,44,0.5023169,292.0233,289.15,297.15
"B208_2022-05-14_05-48-25_2022-05-14_18-41-27",208,"2022-05-14T05:48:25Z",1652507305,"2022-05-14T18:41:27Z",1652553687,192250.3,"83",1.024034e+09,14.37401,0,40,0.4974021,298.1043,291.15,302.15
"B208_2022-05-16_04-17-36_2022-05-16_18-03-38",208,"2022-05-16T04:17:36Z",1652674656,"2022-05-16T18:03:38Z",1652724218,207194.9,"83",1.066127e+09,22.51471,0,92,0.4796118,298.1734,292.15,302.15
"B208_2022-05-17_04-00-35_2022-05-17_17-18-33",208,"2022-05-17T04:00:35Z",1652760035,"2022-05-17T17:18:33Z",1652807913,201969.9,"83",1.171937e+09,21.835,0,85,0.4836567,298.6577,292.15,303.15
"B208_2022-05-18_03-53-54_2022-05-18_18-39-30",208,"2022-05-18T03:53:54Z",1652846034,"2022-05-18T18:39:30Z",1652899170,227287.8,"83",1.28268e+09,20.43709,0,100,0.455897,299.8833,291.15,306.15
"B208_2022-05-19_04-23-30_2022-05-19_07-36-06",208,"2022-05-19T04:23:30Z",1652934210,"2022-05-19T07:36:06Z",1652945766,49166.17,"83",2.341355e+08,29.81482,0,87,0.4261487,295.5421,293.514,298.15
"B208_2022-05-19_13-58-16_2022-05-19_18-13-36",208,"2022-05-19T13:58:16Z",1652968696,"2022-05-19T18:13:36Z",1652984016,64619.16,"83",3.54705e+08,23.04688,0,63,0.4091769,301.1297,297.15,303.15
"B208_2022-05-20_03-58-47_2022-05-20_07-22-42",208,"2022-05-20T03:58:47Z",1653019127,"2022-05-20T07:22:42Z",1653031362,49157.46,"83",2.234025e+08,26.56701,0,81,0.4351912,295.3766,293.15,298.15
"B208_2022-05-20_13-28-52_2022-05-20_18-32-56",208,"2022-05-20T13:28:52Z",1653053332,"2022-05-20T18:32:56Z",1653071576,78847.94,"83",5.051954e+08,20.6129,4,54,0.441436,305.4023,301.15,308.15
"B208_2022-05-20_22-27-46_2022-05-21_02-48-59",208,"2022-05-20T22:27:46Z",1653085666,"2022-05-21T02:48:59Z",1653101339,73203.14,"N2",3.111958e+08,13.68421,0,54,0.4803496,296.4501,293.591,302.15
"B208_2022-05-21_05-52-53_2022-05-21_18-20-40",208,"2022-05-21T05:52:53Z",1653112373,"2022-05-21T18:20:40Z",1653157240,182876.2,"83",8.951528e+08,14.55679,0,46,0.4918205,297.6342,292.15,301.15
"B208_2022-05-23_03-54-45_2022-05-23_18-43-58",208,"2022-05-23T03:54:45Z",1653278085,"2022-05-23T18:43:58Z",1653331438,228003.9,"83",1.294228e+09,20.64612,0,89,0.4633392,297.0196,292.15,302.15
"B208_2022-05-24_02-50-03_2022-05-24_18-51-31",208,"2022-05-24T02:50:03Z",1653360603,"2022-05-24T18:51:31Z",1653418291,234819,"72",1.225381e+09,24.09634,0,75,0.74392,290.6111,287.15,297.15
"B208_2022-05-25_05-03-46_2022-05-25_18-52-13",208,"2022-05-25T05:03:46Z",1653455026,"2022-05-25T18:52:13Z",1653504733,199116.7,"72",1.064422e+09,28.0524,6,86,0.7583688,294.7199,288.15,299.15
"B208_2022-05-26_03-08-13_2022-05-26_22-44-16",208,"2022-05-26T03:08:13Z",1653534493,"2022-05-26T22:44:16Z",1653605056,282481.8,"72",1.490413e+09,19.32916,1,54,0.8295873,295.0483,289.15,300.15
"B208_2022-05-27_02-50-42_2022-05-27_18-27-49",208,"2022-05-27T02:50:42Z",1653619842,"2022-05-27T18:27:49Z",1653676069,228304.6,"72",1.18504e+09,16.53863,0,53,0.7368749,295.3717,288.15,300.15
"B208_2022-05-28_23-05-54_2022-05-29_02-18-32",208,"2022-05-28T23:05:54Z",1653779154,"2022-05-29T02:18:32Z",1653790712,59889.53,"N1",2.818851e+08,13.10656,0,50,0.5105554,288.1811,285.15,296.15
"B208_2022-05-30_03-45-29_2022-05-30_07-51-21",208,"2022-05-30T03:45:29Z",1653882329,"2022-05-30T07:51:21Z",1653897081,64556.29,"83",3.608109e+08,25.1875,0,70,0.4289297,286.7591,285.15,294.15
"B208_2022-05-30_13-49-19_2022-05-30_18-03-31",208,"2022-05-30T13:49:19Z",1653918559,"2022-05-30T18:03:31Z",1653933811,49737.74,"83",2.711567e+08,13.13559,1,33,0.3144955,297.2312,296.15,299.15
"B208_2022-05-31_03-47-09_2022-05-31_07-51-28",208,"2022-05-31T03:47:09Z",1653968829,"2022-05-31T07:51:28Z",1653983488,64023.03,"83",3.29457e+08,26.8125,1,78,0.4047067,290.3377,288.15,294.15
"B208_2022-05-31_14-02-18_2022-05-31_21-10-17",208,"2022-05-31T14:02:18Z",1654005738,"2022-05-31T21:10:17Z",1654031417,115523,"32",5.731928e+08,34.14859,0,113,0.8887072,292.3151,291.15,297.15
"B208_2022-06-01_04-01-31_2022-06-01_07-08-43",208,"2022-06-01T04:01:31Z",1654056091,"2022-06-01T07:08:43Z",1654067323,44066.19,"83",1.947412e+08,29.14773,0,92,0.4394587,291.819,289.15,295.15
"B208_2022-06-01_13-59-46_2022-06-01_18-11-43",208,"2022-06-01T13:59:46Z",1654091986,"2022-06-01T18:11:43Z",1654107103,64096.95,"83",2.883248e+08,26.432,4,69,0.3989284,291.8023,291.15,296.15
"B208_2022-06-02_03-59-33_2022-06-02_17-18-46",208,"2022-06-02T03:59:33Z",1654142373,"2022-06-02T17:18:46Z",1654190326,202217.2,"83",1.06045e+09,21.19036,1,103,0.498436,295.9687,291.15,300.15
"B208_2022-06-03_03-59-15_2022-06-03_17-18-34",208,"2022-06-03T03:59:15Z",1654228755,"2022-06-03T17:18:34Z",1654276714,202103.5,"83",9.89541e+08,18.64578,1,76,0.4742176,296.9455,292.15,302.15
"B208_2022-06-03_22-40-05_2022-06-04_02-24-52",208,"2022-06-03T22:40:05Z",1654296005,"2022-06-04T02:24:52Z",1654309492,69395.89,"N2",3.23498e+08,8.122222,0,32,0.3385973,292.1497,291.15,297.15
"B208_2022-06-04_22-42-03_2022-06-05_02-32-35",208,"2022-06-04T22:42:03Z",1654382523,"2022-06-05T02:32:35Z",1654396355,69864.5,"N2",3.063017e+08,12.99346,0,51,0.4510229,296.2373,295.15,298.15
"B208_2022-06-07_04-17-19_2022-06-07_18-07-00",208,"2022-06-07T04:17:19Z",1654575439,"2022-06-07T18:07:00Z",1654625220,201169.9,"83",1.05952e+09,26.10663,2,98,0.4767386,293.2573,289.15,297.15
"B208_2022-06-09_13-15-11_2022-06-09_18-32-14",208,"2022-06-09T13:15:11Z",1654780511,"2022-06-09T18:32:14Z",1654799534,79514.81,"83",3.876536e+08,21.05031,0,63,0.4544786,292.0089,289.15,296.15
"B208_2022-06-10_03-33-32_2022-06-10_22-46-34",208,"2022-06-10T03:33:32Z",1654832012,"2022-06-10T22:46:34Z",1654901194,282815.7,"72",1.474182e+09,24.48611,0,81,0.8199992,294.958,286.15,300.15
"B208_2022-06-11_05-47-22_2022-06-11_18-39-58",208,"2022-06-11T05:47:22Z",1654926442,"2022-06-11T18:39:58Z",1654972798,192468,"83",1.102946e+09,14.69795,0,44,0.5219061,299.6569,292.15,304.15
"B208_2022-06-12_03-53-56_2022-06-12_18-42-18",208,"2022-06-12T03:53:56Z",1655006036,"2022-06-12T18:42:18Z",1655059338,223598.4,"46",1.282473e+09,18.42095,0,68,0.9987618,300.4415,289.15,307.15
"B208_2022-06-13_02-56-27_2022-06-13_23-19-25",208,"2022-06-13T02:56:27Z",1655088987,"2022-06-13T23:19:25Z",1655162365,343106.8,"46",1.672532e+09,18.23761,0,76,0.9668021,297.0861,291.15,302.15
"B208_2022-06-15_03-47-52_2022-06-15_07-54-24",208,"2022-06-15T03:47:52Z",1655264872,"2022-06-15T07:54:24Z",1655279664,64274.72,"83",3.528227e+08,27.97656,1,75,0.4235787,294.3725,292.15,298.15
"B208_2022-06-15_13-50-35_2022-06-15_17-54-10",208,"2022-06-15T13:50:35Z",1655301035,"2022-06-15T17:54:10Z",1655315650,64052.37,"83",4.130696e+08,29.0625,0,111,0.4159825,306.4692,300.15,308.15
"B208_2022-06-16_03-55-28_2022-06-16_18-40-28",208,"2022-06-16T03:55:28Z",1655351728,"2022-06-16T18:40:28Z",1655404828,227426.6,"83",1.336599e+09,20.04577,0,86,0.4396339,302.5732,294.15,307.15
"B208_2022-06-17_04-02-32_2022-06-17_17-19-35",208,"2022-06-17T04:02:32Z",1655438552,"2022-06-17T17:19:35Z",1655486375,202164.9,"83",1.236183e+09,18.86162,0,76,0.4921797,302.1335,295.15,307.979
"B208_2022-06-17_22-38-03_2022-06-18_02-37-46",208,"2022-06-17T22:38:03Z",1655505483,"2022-06-18T02:37:46Z",1655519866,78130.69,"N4",3.715985e+08,11.33333,0,43,0.4865823,296.5808,293.15,300.15
"B208_2022-06-18_22-44-41_2022-06-19_02-29-34",208,"2022-06-18T22:44:41Z",1655592281,"2022-06-19T02:29:34Z",1655605774,69890.22,"N2",3.175746e+08,16.49594,0,50,0.3460056,298.3947,296.15,302.15
"B208_2022-06-19_09-10-44_2022-06-19_23-18-05",208,"2022-06-19T09:10:44Z",1655629844,"2022-06-19T23:18:05Z",1655680685,234950.2,"33",1.53001e+09,21.96564,0,81,0.8844656,307.2286,299.15,311.15
"B208_2022-06-20_04-17-02_2022-06-20_18-03-25",208,"2022-06-20T04:17:02Z",1655698622,"2022-06-20T18:03:25Z",1655748205,207287.2,"83",1.357615e+09,21.67347,2,92,0.4813448,304.527,300.15,309.15
"B208_2022-06-21_03-55-04_2022-06-21_12-43-14",208,"2022-06-21T03:55:04Z",1655783704,"2022-06-21T12:43:14Z",1655815394,133043.3,"83",7.416113e+08,20.57836,0,86,0.4464184,298.8775,294.15,305.15
"B208_2022-06-22_03-47-54_2022-06-22_07-47-28",208,"2022-06-22T03:47:54Z",1655869674,"2022-06-22T07:47:28Z",1655884048,64036.17,"83",2.953157e+08,28.47656,0,86,0.3799652,296.7368,295.15,298.15
"B208_2022-06-22_13-18-07_2022-06-22_18-34-58",208,"2022-06-22T13:18:07Z",1655903887,"2022-06-22T18:34:58Z",1655922898,78906.56,"83",4.167814e+08,23.21384,0,64,0.4193667,299.6728,295.15,301.15
"B208_2022-06-23_04-07-30_2022-06-23_18-05-05",208,"2022-06-23T04:07:30Z",1655957250,"2022-06-23T18:05:05Z",1656007505,207343.6,"83",1.204091e+09,20.90465,0,84,0.5051934,301.5443,293.15,307.15
"B208_2022-06-24_04-06-13_2022-06-24_18-21-21",208,"2022-06-24T04:06:13Z",1656043573,"2022-06-24T18:21:21Z",1656094881,213486.3,"83",1.245481e+09,19.99315,0,70,0.4698786,295.1189,291.15,299.15
"B208_2022-06-24_22-37-03_2022-06-25_02-28-56",208,"2022-06-24T22:37:03Z",1656110223,"2022-06-25T02:28:56Z",1656124136,73529.62,"N2",3.245976e+08,12.78495,0,43,0.4959753,290.8659,288.15,296.15
"B208_2022-06-25_05-40-23_2022-06-25_18-30-37",208,"2022-06-25T05:40:23Z",1656135623,"2022-06-25T18:30:37Z",1656181837,192536,"83",1.051458e+09,14.49618,0,46,0.5143679,299.6306,292.15,304.15
"B208_2022-06-25_22-35-43_2022-06-26_02-32-23",208,"2022-06-25T22:35:43Z",1656196543,"2022-06-26T02:32:23Z",1656210743,72873.45,"N2",3.553752e+08,15.68707,0,71,0.4009577,293.4133,292.15,299.15
"B208_2022-06-27_04-23-09_2022-06-27_07-31-17",208,"2022-06-27T04:23:09Z",1656303789,"2022-06-27T07:31:17Z",1656315077,49226.27,"83",2.172042e+08,20.49484,0,77,0.2936747,295.3765,293.15,297.15
"B208_2022-06-28_03-57-48_2022-06-28_17-19-04",208,"2022-06-28T03:57:48Z",1656388668,"2022-06-28T17:19:04Z",1656436744,202156.8,"83",9.548238e+08,21.20964,0,91,0.4729289,294.6607,291.15,297.945
"B208_2022-06-29_03-54-51_2022-06-29_18-42-08",208,"2022-06-29T03:54:51Z",1656474891,"2022-06-29T18:42:08Z",1656528128,227278.6,"83",1.327696e+09,21.58499,0,104,0.457211,299.3858,292.15,304.15
"B208_2022-06-30_03-54-07_2022-06-30_07-10-59",208,"2022-06-30T03:54:07Z",1656561247,"2022-06-30T07:10:59Z",1656573059,43997.58,"83",1.964712e+08,28.55682,0,86,0.4666046,295.8515,294.15,298.15
"B208_2022-06-30_13-16-06_2022-06-30_18-40-09",208,"2022-06-30T13:16:06Z",1656594966,"2022-06-30T18:40:09Z",1656614409,79270.2,"83",4.83372e+08,21.77987,0,92,0.3522938,302.0504,297.15,304.15
"B208_2022-07-01_04-18-11_2022-07-01_07-31-31",208,"2022-07-01T04:18:11Z",1656649091,"2022-07-01T07:31:31Z",1656660691,49211.75,"83",2.583122e+08,26.14634,0,67,0.4003965,290.0589,288.4647,298.15
"B208_2022-07-01_13-33-17_2022-07-01_18-33-24",208,"2022-07-01T13:33:17Z",1656682397,"2022-07-01T18:33:24Z",1656700404,78886.67,"83",3.77714e+08,23.63522,2,77,0.4454131,295.2937,294.15,297.15
"B208_2022-07-02_05-39-56_2022-07-02_18-00-07",208,"2022-07-02T05:39:56Z",1656740396,"2022-07-02T18:00:07Z",1656784807,182850,"83",9.907945e+08,14.675,0,44,0.4903404,298.8441,291.15,304.15
"B208_2022-07-03_00-02-55_2022-07-03_03-12-10",208,"2022-07-03T00:02:55Z",1656806575,"2022-07-03T03:12:10Z",1656817930,59948.13,"N2",2.767407e+08,20.16667,0,57,0.2356464,293.2236,292.15,295.15
"B208_2022-07-04_04-10-17_2022-07-04_18-09-33",208,"2022-07-04T04:10:17Z",1656907817,"2022-07-04T18:09:33Z",1656958173,207277.2,"83",9.97186e+08,20.51415,0,85,0.4961972,297.9739,293.6064,303.15
"B208_2022-07-05_04-13-54_2022-07-05_18-07-37",208,"2022-07-05T04:13:54Z",1656994434,"2022-07-05T18:07:37Z",1657044457,207748.3,"83",1.147726e+09,21.82297,0,86,0.4662962,299.7812,293.15,306.15
"B208_2022-07-06_04-01-33_2022-07-06_17-17-58",208,"2022-07-06T04:01:33Z",1657080093,"2022-07-06T17:17:58Z",1657127878,202075.8,"83",1.058937e+09,21.94458,0,89,0.4395011,299.323,292.15,304.15
"B208_2022-07-07_03-55-43_2022-07-07_18-43-15",208,"2022-07-07T03:55:43Z",1657166143,"2022-07-07T18:43:15Z",1657219395,227436,"83",1.20837e+09,21.93819,0,97,0.4298055,297.187,292.15,301.15
"B208_2022-07-08_04-22-11_2022-07-08_07-32-26",208,"2022-07-08T04:22:11Z",1657254131,"2022-07-08T07:32:26Z",1657265546,49205.32,"83",2.34962e+08,18.69072,0,72,0.3792922,292.6299,292.15,296.15
"B208_2022-07-08_13-29-03_2022-07-08_18-37-00",208,"2022-07-08T13:29:03Z",1657286943,"2022-07-08T18:37:00Z",1657305420,78841.79,"83",4.0686e+08,18.61006,0,57,0.4039617,300.5347,297.15,302.15
"B208_2022-07-11_04-05-20_2022-07-11_07-13-44",208,"2022-07-11T04:05:20Z",1657512320,"2022-07-11T07:13:44Z",1657523624,44043.73,"83",2.108212e+08,23.44318,0,73,0.3637329,292.246,289.15,296.15
